name,desc,lat,lon
Baptist Town,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6qjU0AeV7HJD_4dGy52RgwHWQyDETvtIO4ui6Z6Oh2r5UWaB-lJZHHMVPQKTdyzhFcvFO-hTjpNRvQRBRCjelzmJ8GXOrk3ECtbjOUD1bWlbl32ByuemkhmoaWsQyj-e2yn5ICPPme"" height=""200"" width=""auto"" /><br><br>Baptist Town, established in the 1800s in tandem with the growth of the local cotton industry, is one of Greenwood’s oldest African American neighborhoods. Known for its strong sense of community, it is anchored by the McKinney Chapel M.B. Church and a former cotton compress. In blues lore Baptist Town is best known through the reminiscences of David “Honeyboy” Edwards, who identified it as the final residence of Robert Johnson, who died just outside Greenwood in 1938.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.518926,-90.17495
B.B. King Birthplace,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5VPxuA16yz4xY-474_dZvXJfR5szcBA89Wtjr3CW7W_SGl_cVBEjvsHV_ccA9zqWkLVBqLRjUNNMXbgxc-Pfb-vsL_kQzuFR5DgURqzzZpAo6jRjqwHUioDScsW6fDArsS5ZazxO1hiuWYUQ"" height=""200"" width=""auto"" /><br><br>The long and remarkable life of B.B. King began near this site, where he was born Riley B. King on September 16, 1925. His parents, Albert and Nora Ella King, were sharecroppers who lived in a simple home southeast of here along Bear Creek. After his parents separated when he was four, King lived in Kilmichael and Lexington before moving as a teen to Indianola, which he referred to as his hometown.  <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.438922,-90.373339
B. B. King Corner,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4LYXEH2WrQ1-ACxmjtjHYegebEiJgpIu0GSSDvP06KwGHxHkY_ETYPYBkGRStb8OX579j5c-xYCLV__gdDTFiqb8jybDF3kBWZxjSgYTfsjTzXKOHfpo433era2W5a-okVvvo2UdDF"" height=""200"" width=""auto"" /><br><br>This corner of Second and Church streets is the site where B.B. King played on Saturday nights during his formative years. His signature, handprints and footprints are embedded on the sidewalk here. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011<br><br><img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4j_WcegottdMC428SHQifnJ9LAcG1jNCmZIR0w6Kr80P18GoHtKZuh3xRfVw"" height=""200"" width=""auto"" />",33.450658,-90.650243
"""Beale Town Bound""","<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4SmqUVf5qhcouDW_uRNxxkVaRHay33I88YS4piX1Is1ND5RZrczMxMED6-kUT3KCV7eJIdBXEWwm6UEapG2ZFr4_fAh8FnApzuuvHyf_1XebJ11yeUB4wxVCBAL59_oKmT_YSKvR1Up4I"" height=""200"" width=""auto"" /><br><br>The Hernando area was the birthplace of an important group of musicians who helped establish Memphis as a major blues center in the 1920s. These include Jim Jackson, Robert Wilkins, and Dan Sane, who was the partner of Beale Street blues pioneer Frank Stokes. Jug band leader Gus Cannon, who is buried nearby, also performed here before settling in Memphis. Other local natives include George “Mojo” Buford, who played harmonica with the Muddy Waters band, and guitarist Earl Bell. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.820881,-89.996493
Big Jack Johnson,"The Clarksdale area is famed for its many <br>legendary blues artists who achieved their greatest success after moving away, such as Muddy Waters, Ike Turner, and John Lee Hooker. But there were world-renowned <br>musicians who remained lifelong local <br>residents, and foremost among these was <br>Big Jack Johnson (1940-2011), one of the <br>most creative guitarists and lyricists in the blues. When not on tour Johnson considered Red’s Blues Club at this site his home base.",34.197711,-90.574144
Big Joe Williams,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7AqBJeKrBqt1Os8p-7R1E1LVXhN7hCHbSO2Cl9hU9-B83tZdlQGLrIK2gHsB4tYa1eOljYojg-ETw4ZXA7vXpPjbUYljhTaxZmUKpP0YJqU7DJpNQjx9CU-7Jw3W0A_6rhw6uvyInEHcs"" height=""200"" width=""auto"" /><br><br>Big Joe Williams (c. 1903-1982) epitomized the life and times of the rambunctious, roving bluesman, traveling from coast to coast and around the world playing rugged, rhythmic blues on his nine-string guitar at juke joints, house parties, and concerts. Mentor to blues legends Muddy Waters and Honeyboy Edwards, Williams was born near Crawford, where he also spent his final years. His song “Baby Please Don't Go” has been recorded by many blues and rock bands. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.301551,-88.621919
Big Walter Horton,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4z8xmg9RmvWkbsr27u5dadxBmOOI9wocgbhqWMoRrtp2X5ibqPgjLiX01PmCyNApyo9_-Vx5sH8hWrsBbo9lPsnJDzyXoDOC5yc6z73wRELpHEofQc0kpH4JeoubqFBo_HYIC5UhLYbDHMmA"" height=""200"" width=""auto"" /><br><br>Blues harmonica virtuoso Big Walter Horton was renowned for his innovative contributions to the music of Memphis and Chicago. Horton was born in Horn Lake on April 6, 1918, and began his career as a child working for tips on the streets of Memphis. He performed and recorded with Muddy Waters, Jimmy Rogers, Willie Dixon, Fleetwood Mac, Johnny Winter, and many others. His technique and tone continue to be studied and emulated by harmonica players around the world. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",34.96172,-90.027589
Biloxi Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v68pfFAz3svo0tfFsEKofU6RH8vzwxngJoCw78hrcWU9QO9WzqoU8gbVuIxmNh5qLNdZolnZ43VgAAJvUbFBNNijHfm5RZJAP-9r3NNk1foXOjizSOyKNzzz30-pq4JPrNsU0XRwdCU"" height=""200"" width=""auto"" /><br><br>The Mississippi Coast, long a destination for pleasure seekers, tourists, and gamblers, as well as maritime workers and armed services personnel, developed a flourishing nightlife during the segregation era. While most venues were reserved for whites, this stretch of Main Street catered to the African American trade, and especially during the boom years during and after World War II, dozens of clubs and cafes here rocked to the sounds of blues, jazz, and rhythm & blues. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",30.401256,-88.88562
Black Praire Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6-2sFsuZLCe_Djm_xNmvRom8VCXjmrDHytVtJKQlI0P9q4RuTRf3HgX6q4126QbIKXJ2g-yfp0vI2ys1cd0c7GhalcMvK2m3al85kv6AEaGIyvHCl4hSuee1I8e-U-UJ47fyxQ4FnFJQ"" height=""200"" width=""auto"" /><br><br>The roots of blues and gospel music run deep in the African American culture of the Black Prairie region. Among the performers born near Macon here in Noxubee County, Eddy Clearwater, Carey Bell, and Jesse Fortune went on to achieve renown in Chicago blues, while Brother Joe May moved to East St. Louis and starred as a gospel singer. In Prairie Point near the Mississippi-Alabama state line, Willie King kindled a new blues movement as the political prophet of the juke joints. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.106944,-88.560811
Blue Front Cafe,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7l-JF_BzPVDfXicpmgHPNAG8j8KksDMtO3xBAegkIj_xcQLnXZ0AekSymQKrugheKwbH7f0G58VluP79VOdC4knpHn9q-P9oNzFESMG2OE2v8NfafafrTG0Xd28WrvcemAd5Vbgw"" height=""200"" width=""auto"" /><br><br>Since opening in 1948, the Blue Front Cafe has been both an attraction to locals and tourists alike as a down-home blues venue. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.64068,-90.364866
Blues Deejays,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4BIVfMwfL-Fi-9SeFsaJtOofdWgsgYdYxDPRzxM4LJI3cDmttQQhig5DU05a870L6Umj8RHfcyHF61Yie3t3AKbC6wjmeapW2CkspIpr_1j-Z4jkrDJwJB8p-Lx-kXN6E7Cm-gpr1UmQ"" height=""200"" width=""auto"" /><br><br>Radio disc jockeys played a major role in the spread of the blues, boosting the careers of local artists, introducing listeners to performers from across the country, and more generally serving as a voice for the community. Early African American deejays in Mississippi include Early Wright, Bruce Payne, Charles Evers, Ike Turner, Sherman “Blues” Johnson, Jobie Martin, and Ruben Hughes, who began deejaying in Forest in 1957 at age sixteen and became the owner-operator of Greenwood’s WGNL in 1988.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2012",33.525494,-90.163998
Blues Legends of Duncan,"Duncan has earned its place in blues history as the birthplace or former residence of performers who achieved notoriety locally and around the world. The legendary Jimmy Reed lived on the nearby McMurchy plantation in his youth. Others with roots in the Duncan area include Chicago bluesman Eddie C. Campbell, pianists Willie Love and Ernest Lane, singer Willie ""Rip"" Butler, and guitarist Anthony ""Big A"" Sherrod. Charley Patton's daughter Rosetta Brown was also a longtime resident here.",34.04449,-90.7454503
Blues & Jazz in the Pass,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5RmJYyAMNQtN-OtBavuGhEEg0NUrXUUd4TaZkxGh8gB46qUC45SpykDRflOFuDOkq5An-psfz0_QgYH3W_BBmLgP_q8pQXrlJ-Ynj-3kl4iDfyUnxo4Cf932Pyh_jEVtDFAPpw5yDY8Q"" height=""200"" width=""auto"" /><br><br>The histories of blues and jazz are often traced along separate pathways, but, especially on the Gulf Coast, the two genres were intertwined from the earliest days. Blues was a key element in the music of Pass Christian’s illustrious native son Captain John Handy (1900-1971) and other locals who played traditional jazz or rhythm & blues.  Pass Christian has celebrated its rich African American musical heritage with various festivals, including ""Jazz in the Pass,"" first held here in 1999. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",30.31626,-89.241672
Bo Diddley,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5xhijapoIKGUKPBxhmzc3NR6joTC-8QJkkf2GlrWJT0e5_QP6npchcW91xW62OeN3k7QJqkBejtEDSYgvZld-Bmq3Y700lO_IPfAn8vngYqZNJNA2r7LFaeoVv2gVxqb9G4wTE"" height=""200"" width=""auto"" /><br><br>Bo Diddley (Ellas Bates McDaniel) was born south of McComb, on December 30, 1928. Diddley wrote and recorded such hits as “I’m a Man,” “Bo Diddley,” “Say Man,” and “Road Runner. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",31.244985,-90.451486
Bobby Rush,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5zLEN3YIfYlAYbFMWRfHzJxw_l_MIMXwLwe30xyMzNzVB_4ACcmYcPWSg08ztGcsUZshgqvClhvXPFVafRY0PjJ_fdA8TfoXsv48VaAXIkgBtqWP6k6lsf1zJVPlZ7AGWkILxG"" height=""200"" width=""auto"" /><br><br>Bobby Rush, a Louisiana native who lived for decades in Chicago, earned the title “king of the chitlin circuit” after relocating to Jackson in the early 1980s. Rush's distinctive “folk funk” style, featured on his recordings for the Jackson-based LaJam label and others, bridged the blues he heard as a youth and modern soul music. His upbeat and often provocative live shows established him as a favorite among southern soul and blues audiences and later brought him international acclaim. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.297799,-90.215625
"Booker ""Bukka"" White","<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v69X2_mtzpRR4FV6Uso3j4F7uTQiz9PzPm6mzIrIVPDn4nrwwwxojiq2qDvWk3tLjhqhcYc1EPjTvGMYhke_yh_Vyv-Zk7Drv5yqFW6fJLBuUcK3try1EN4BwWBQ_DH5jj0wReiYeU"" height=""200"" width=""auto"" /><br><br>Houston area native Booker T. Washington White (c. 1904–1977) was one of the most expressive vocalists and powerful slide guitarists in the blues. A remarkablelyricist as well, he recorded such classics as “Shake ‘Em On Down” and “Fixin’ to Die Blues” between 1930 and 1940 under the names Washington White or Bukka White. An important influence on his cousin B.B. King, White enjoyed a second career as a performer and recording artist beginning in 1963. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",33.892042,-88.993889
Broadcasting the Blues / ABN,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v6j77MGRfD1udtWHUhzv132UrsJ9h52k1Q3j2FtSzTuLRgnYvwNa0LUAeCkglbGb19NbY85O3DN53s_gXhyom0fTDekucMXgIIyYAczlcLa_LCMFPw_BieoNCFV2KSf7hsKRfqgn5mR"" height=""200"" width=""auto"" /><br><br>Blues radio took off in the post-World War II era with the arrival of rhythm & blues programming. A new era for blues radio began in 2000 when Rip Daniels, a Gulfport native, launched the American Blues Network (ABN) at this site. Using satellite and Internettechnology, ABN provided a mix of modern and vintage blues to listeners around the world. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",30.433505,-89.035818
Brookhaven Blues: A Tribute,"Virgil Brawley, Blind Jim Brewer, Moses “Whispering” Smith and other Brookhaven musicians have spread the blues far and wide, across the country or overseas. Brawley (1948-2018) remained the most locally connected, often returning here to perform as a heralded hometown favorite while becoming a central figure on the Jackson music scene. Brewer (1920-1988) was famed for his street performances in Chicago, while Smith (1932-1984) found a home in the “swamp blues” milieu of Baton Rouge.",31.5780684,-90.44341
Bud Scott,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4ag5dn8UGGB2sdmUMEvINfXKWqyMv07Ur04LXgcn7OWS0OP0l75B_3vzuuDyGOg_Nfqtto8t-jkF7XFx286iS_j0bJcjRa9s7aJn4mlztxqZ6K_tw0oCih1hclglF9RHvpD02H"" height=""200"" width=""auto"" /><br><br>Clarence “Bud” Scott, Sr., led one of the most popular dance bands in the Mississippi-Louisiana region for several decades beginning around 1900. Scott (1876-1938), a lifelong Natchez resident, was renowned among both white and black audiences. Although the dances were segregated, the entire community could hear Scott when he sang from the balcony of the Natchez Confectionery at this site. Scott’s son, Clarence, Jr., (1908-1940), also known as Bud, led the band in its later years. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",31.560061,-91.402836
Buddy Guy,"George “Buddy” Guy, one of the most dazzling performers in blues history, was born here in Lettsworth on July 30, 1936. His primary influences included local Louisiana musicians and many more who were born across the river in Mississippi, including B.B. King, Guitar Slim, Muddy Waters and John Lee Hooker. Guy’s connections with Mississippi blues remained vibrant throughout a monumental career as a recipient of multiple GRAMMY® and Blues Music Awards and inductee into the Blues and Rock and Roll Halls of Fame. This marker was unveiled on December 8, 2018",31.0102064,-91.736634
Calhoun County Blues,"The musical heritage of Calhoun County was illuminated in 2014 via international acclaim for longtime Bruce resident and Sabougla native Leo “Bud” Welch. The guitarist and vocalist began playing blues in his teens and returned to the music in his eighties after a long career as a gospel musician. Saxophonist John “Ace” Cannon, who recorded instrumental versions of many blues and soul songs on his popular singles and albums, settled in 1988 in Calhoun City, the hometown of his parents.",33.9910268,-89.3466461
Casey Jones,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4FO2dAG9iz9ppwiYYDt_CgK6dM5sqXYSIrUy7Wd1p3_9DwUoHU4wmV7tGWy0olZBWUUq1fQappQ7MP4q8FAKlgNwCWLpq5pKCux6UmdfM8VZh9dEN3Cqv-AzMwKeize95Vq2CtvWg"" height=""200"" width=""auto"" /><br><br>On April 30, 1900, railroad engineer John Luther “Casey” Jones died when his Illinois Central train, the “Cannonball,” collided with a stalled freight train in Vaughan, Mississippi. Jones, who once lived and worked in the railroad town of Water Valley, was credited with saving the lives of his passengers and crew, and was immortalized in song by many artists, including Mississippi-born bluesmen Furry Lewis and Mississippi John Hurt.<br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2012",34.150354,-89.632051
Cassandra Wilson,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4yDtOcwkd2H3SFLNjIc5QGMOKp6VbNmR9wCVUwqRHdnqy1E_1MnUfXZjq-ZtKiZ_5tUpD41-DlaIlXFnTk7R6Lt-9bTPoK0ddpb77tumvKdCFCkqwJNR1niWMWBtvu2zmb8ivynqq0vz8"" height=""200"" width=""auto"" /><br><br>Grammy Award-winning jazz vocalist Cassandra Wilson, a native of Jackson, is known for her broad explorations of various forms of music, including the blues. Her recordings include versions of songs by Delta blues artists Robert Johnson, Son House, and Muddy Waters. Wilson’s father, bassist Herman Fowlkes, Jr., was a leading musician on the Jackson jazz scene. He recorded with Sonny Boy Williamson No. 2 and other blues artists. Wilson grew up here on Albermarle Road. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",32.340283,-90.203969
Charles Evers & the Blues,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4c-27pmiCg6Gc8MHlUAUkBPZOStjoslI61shnMW4iAm93pBeC8wfhWI6uG_RWCeBOiHELSgmrEmaMGM6XMXXMSqGioaRDs5epvh-FU2WTzhyvcQ3zAlzPwIPVhP5XvE9pWzPaJD_0RTA"" height=""200"" width=""auto"" /><br><br>In 1973 Mayor Charles Evers of Fayette and B. B. King began to cosponsor concerts at the Medgar Evers Homecoming in honor of the slain civil rights activist. Dozens of blues, soul, and gospel acts performed at the annual festival during subsequent decades. Charles Evers's formal involvement in blues began in 1954 when he became one of the first African American deejays in Mississippi at WHOC in Philadelphia. In 1987 he began a long tenure as manager of WMPR in Jackson. <br><br>Visit the Mississippi Blues Trail (http://www.msbluestrail.org/blues_trail/) to learn more about this marker and the rest of the Blues Trail.<br><br>All content © Mississippi Blues Commission 2011",31.711366,-91.0612
Charley Patton birthplace,"Mississippi blues master Charley Patton was born on this property when it was known as Herring's Place, according to Bolton bluesman Sam Chatmon. Patton's birthdate has often been reported as April 1891, but other sources cite earlier dates, including 1881, 1885, and 1887. (Birth certificates were not required in Mississippi until 1912.) Patton's astounding body of recorded work (1929-1934) remains unparalleled, and his live performances were reportedly even more awe-inspiring. Patton died on April 29, 1934.",32.305733,-90.421005
